code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-10-17,13.070000,13.250000,13.030000,13.170000,0.006881,47869300.000000,628570000.000000,370127000000.000000,386567000000.000000,0.001703,177.744273,2018-09-30,2018-10-31,7.329107,1.761312,-0.985691,0.937155,13.170000
sh600004,2019-10-17,22.600000,22.660000,22.290000,22.440000,-0.002667,7155500.000000,160750000.000000,46436000000.000000,46436000000.000000,0.003458,58.058722,2018-09-30,2018-10-31,32.773349,4.616867,14.931137,2.984890,22.440000
sh600006,2019-10-17,4.690000,4.820000,4.630000,4.810000,0.032189,26074800.000000,124000000.000000,9620000000.000000,9620000000.000000,0.013037,17.394623,2018-09-30,2018-10-30,19.588703,0.579471,-20.595367,1.391270,4.810000
sh600007,2019-10-17,18.170000,18.350000,17.810000,17.950000,0.000000,1255400.000000,22620000.000000,18081000000.000000,18081000000.000000,0.001246,31.613634,2018-09-30,2018-10-31,24.596887,8.142032,14.367755,2.745781,17.950000
sh600008,2019-10-17,3.440000,3.490000,3.420000,3.470000,0.005797,15695000.000000,54440000.000000,16728000000.000000,19729000000.000000,0.003256,26.534002,2018-09-30,2018-10-31,27.694725,1.211884,8.640700,1.335263,3.470000
sh600009,2019-10-17,78.800000,80.850000,78.300000,80.430000,0.027859,16598500.000000,1326710000.000000,87948000000.000000,154985000000.000000,0.015180,244.679833,2018-09-30,2018-10-30,37.826965,24.850935,34.323934,5.752076,80.430000
sh600010,2019-10-17,1.470000,1.480000,1.460000,1.470000,0.000000,59918500.000000,88070000.000000,46566000000.000000,67010000000.000000,0.001892,12.327125,2018-09-30,2018-10-31,22.826968,2.140499,8.060967,1.300385,1.470000
sh600011,2019-10-17,5.810000,5.900000,5.800000,5.880000,0.010309,16857100.000000,98810000.000000,64666999999.999992,92305000000.000000,0.001533,27.356384,2018-09-30,2018-10-24,142.913395,0.704424,3.026691,1.125218,5.880000
sh600012,2019-10-17,5.620000,5.660000,5.570000,5.590000,-0.003565,1817700.000000,10180000.000000,6516000000.000000,9272000000.000000,0.001559,12.625562,2018-09-30,2018-10-30,8.635683,3.974734,5.244011,0.979427,5.590000
sh600015,2019-10-17,7.720000,7.740000,7.630000,7.660000,-0.005195,17458000.000000,134130000.000000,98222000000.000000,117866000000.000015,0.001361,33.649259,2018-09-30,2018-10-31,5.438614,1.430361,-1.058592,0.624249,7.660000
sh600016,2019-10-17,6.210000,6.260000,6.200000,6.220000,-0.001605,41361400.000000,257520000.000000,220573999999.999969,272327000000.000000,0.001166,160.254501,2018-09-30,2018-10-31,5.395800,1.612535,-1.398864,0.716106,6.220000
sh600017,2019-10-17,3.020000,3.030000,2.990000,3.010000,0.003333,9183700.000000,27650000.000000,9258000000.000000,9258000000.000000,0.002986,9.843174,2018-09-30,2018-10-27,15.896474,2.128597,6.548234,0.835987,3.010000
sh600018,2019-10-17,5.890000,5.940000,5.880000,5.910000,0.008532,14966900.000000,88370000.000000,136956000000.000000,136956000000.000000,0.000646,36.880965,2018-09-30,2018-10-31,11.775141,4.741628,25.285981,1.998971,5.910000
sh600019,2019-10-17,5.940000,5.980000,5.910000,5.930000,-0.003361,13807700.000000,82060000.000000,131058999999.999985,132088000000.000015,0.000625,14.731865,2018-09-30,2018-10-30,6.133613,0.642404,2.514690,0.832672,5.930000
sh600020,2019-10-17,4.250000,4.290000,4.230000,4.260000,0.007092,8385400.000000,35690000.000000,9574000000.000000,9574000000.000000,0.003731,17.382983,2018-09-30,2018-10-31,21.403800,1.868099,2.628628,0.838169,4.260000
sh600021,2019-10-17,8.190000,8.220000,8.150000,8.160000,-0.002445,2475900.000000,20250000.000000,19154000000.000000,21356000000.000000,0.001055,17.641033,2018-09-30,2018-10-30,16.700167,1.066787,3.707983,1.605962,8.160000
sh600022,2019-10-17,1.490000,1.490000,1.470000,1.480000,-0.006711,26579600.000000,39380000.000000,16201000000.000000,16201000000.000000,0.002428,8.234581,2018-09-30,2018-10-30,4.954804,0.264175,7.605344,0.790345,1.480000
sh600023,2019-10-17,3.930000,3.940000,3.920000,3.920000,-0.002545,9609300.000000,37740000.000000,53315000000.000000,53315000000.000000,0.000707,6.356026,2018-09-30,2018-10-27,12.649501,1.398428,5.789911,0.899176,3.920000
sh600025,2019-10-17,4.430000,4.450000,4.390000,4.410000,-0.008989,17318800.000000,76570000.000000,39372000000.000000,79380000000.000000,0.001940,4.646230,2018-09-30,2018-10-30,28.494752,,8.250105,2.019779,4.410000
sh600026,2019-10-17,6.700000,6.900000,6.450000,6.530000,-0.026826,46934600.000000,309340000.000000,17866000000.000000,26329000000.000004,0.017155,11.107066,2018-09-30,2018-10-31,105.301095,2.066971,11.976098,0.945714,6.530000
sh600027,2019-10-17,3.680000,3.700000,3.630000,3.660000,-0.005435,14411600.000000,52700000.000000,25604000000.000004,36098000000.000000,0.002060,6.369880,2018-09-30,2018-10-31,16.703476,0.517567,2.186170,0.762527,3.660000
sh600028,2019-10-17,5.050000,5.060000,5.030000,5.040000,-0.001980,25466600.000000,128430000.000000,481610999999.999939,610199000000.000000,0.000267,15.626580,2018-09-30,2018-10-31,9.014359,0.324405,3.008965,0.906709,5.040000
sh600029,2019-10-17,6.880000,6.980000,6.880000,6.920000,0.008746,26545700.000000,184190000.000000,56132000000.000008,84889000000.000000,0.003273,11.763249,2018-09-30,2018-10-31,23.137057,0.613614,3.953784,1.290894,6.920000
sh600030,2019-10-17,22.530000,22.670000,22.450000,22.520000,-0.001773,41030300.000000,924720000.000000,221026000000.000031,272873000000.000000,0.004181,125.887267,2018-09-30,2018-10-31,25.817594,7.718939,16.617661,1.813607,22.520000
sh600031,2019-10-17,14.830000,14.960000,14.650000,14.790000,-0.005380,42401000.000000,626460000.000000,124356000000.000000,124480000000.000000,0.005043,701.584872,2018-09-30,2018-10-30,22.497320,5.194931,11.280631,3.879667,14.790000
sh600033,2019-10-17,3.120000,3.140000,3.120000,3.140000,0.003195,2709700.000000,8490000.000000,8617000000.000000,8617000000.000000,0.000987,22.537190,2018-09-30,2018-10-31,13.386048,3.495874,4.910420,1.004804,3.140000
sh600035,2019-10-17,3.440000,3.450000,3.410000,3.440000,0.005848,4084500.000000,14030000.000000,5247000000.000000,5824000000.000000,0.002678,10.014226,2018-09-30,2018-10-30,10.419339,4.194797,9.839204,0.979012,3.440000
sh600036,2019-10-17,36.810000,37.150000,36.540000,37.000000,0.005162,34258800.000000,1264250000.000000,763271000000.000000,933134000000.000000,0.001661,181.315936,2018-09-30,2018-10-31,12.223676,5.026649,77.826406,1.949454,37.000000
sh600037,2019-10-17,9.530000,9.590000,9.420000,9.460000,-0.007345,2974000.000000,28290000.000000,13166000000.000000,13166000000.000000,0.002137,49.699786,2018-09-30,2018-10-30,19.963332,5.214870,12.900290,1.036442,9.460000
sh600038,2019-10-17,43.650000,43.950000,43.230000,43.540000,0.003226,3025800.000000,131860000.000000,25666000000.000004,25666000000.000004,0.005133,129.067820,2018-09-30,2018-10-26,53.512117,2.074979,33.914205,3.471613,43.540000
sh600039,2019-10-17,3.310000,3.330000,3.290000,3.300000,-0.003021,9309300.000000,30790000.000000,11408000000.000000,11915000000.000000,0.002693,25.607725,2018-09-30,2018-10-31,9.214599,0.328433,9.156613,0.912715,3.300000
sh600048,2019-10-17,15.800000,15.880000,15.550000,15.680000,-0.007595,45303900.000000,710920000.000000,187080000000.000000,187080000000.000000,0.003797,325.789902,2018-09-30,2018-10-30,11.393647,1.422595,-20.626331,1.721580,15.680000
sh600050,2019-10-17,6.090000,6.210000,6.080000,6.190000,0.014754,79533800.000000,489440000.000000,131207000000.000000,192099000000.000000,0.003752,9.764269,2018-09-30,2018-10-23,87.648482,0.484387,3.173602,1.390006,6.190000
sh600051,2019-10-17,6.110000,6.120000,6.030000,6.060000,-0.008183,1599000.000000,9720000.000000,1884000000.000000,1884000000.000000,0.005143,27.599886,2018-09-30,2018-10-23,4.174599,0.521836,3.764734,0.830674,6.060000
sh600052,2019-10-17,5.130000,5.260000,5.060000,5.140000,-0.013436,25182000.000000,129650000.000000,4481000000.000000,4481000000.000000,0.028885,19.734421,2018-09-30,2018-10-30,17.949401,4.117063,24.644813,1.898550,5.140000
sh600053,2019-10-17,22.250000,22.250000,21.560000,21.640000,-0.024786,2211000.000000,48160000.000000,9382000000.000000,9382000000.000000,0.005100,48.797316,2018-09-30,2018-10-27,27.060899,8.607711,6.198386,4.739609,21.640000
sh600054,2019-10-17,8.960000,9.010000,8.910000,8.930000,-0.005568,1572700.000000,14080000.000000,4584000000.000000,6513000000.000000,0.003064,39.094100,2018-09-30,2018-10-27,13.815409,2.709518,12.260615,1.626759,8.930000
sh600055,2019-10-17,9.590000,9.860000,9.590000,9.740000,0.005160,2446300.000000,23890000.000000,5268000000.000000,5268000000.000000,0.004523,141.769620,2018-09-30,2018-10-27,39.627424,2.602922,-133.688713,2.792295,9.740000
sh600056,2019-10-17,13.120000,13.180000,13.100000,13.130000,-0.001521,2564500.000000,33690000.000000,14024000000.000000,14029000000.000000,0.002401,121.565296,2018-09-30,2018-10-27,9.335674,0.667090,-37.263122,1.725369,13.130000
sh600057,2019-10-17,4.280000,4.310000,4.200000,4.240000,-0.013953,6137200.000000,26080000.000000,9148000000.000000,9148000000.000000,0.002845,40.544676,2018-09-30,2018-10-31,10.481666,0.087751,2.711804,0.808582,4.240000
sh600058,2019-10-17,7.760000,7.840000,7.650000,7.710000,-0.008997,1792500.000000,13890000.000000,8264000000.000000,8264000000.000000,0.001672,36.857036,2018-09-30,2018-10-30,-20.692432,0.133328,-8.231903,1.169458,7.710000
sh600059,2019-10-17,8.230000,8.230000,8.090000,8.130000,-0.006112,4010200.000000,32700000.000000,6573000000.000000,6573000000.000000,0.004960,66.657555,2018-09-30,2018-10-27,38.554570,4.830085,21.653936,1.656423,8.130000
sh600060,2019-10-17,9.040000,9.060000,8.900000,8.970000,-0.007743,7319000.000000,65600000.000000,11737000000.000000,11737000000.000000,0.005594,51.930394,2018-09-30,2018-10-31,16.786638,0.394648,7.027086,0.852535,8.970000
sh600061,2019-10-17,12.740000,12.840000,12.600000,12.630000,-0.007075,5719800.000000,72650000.000000,52715000000.000000,53389000000.000000,0.001370,74.394018,2018-09-30,2018-10-31,30.359540,3.917509,-3.616722,1.464177,12.630000
sh600062,2019-10-17,12.740000,12.800000,12.670000,12.710000,-0.004699,5326100.000000,67750000.000000,13260000000.000000,13260000000.000000,0.005105,97.788471,2018-09-30,2018-10-29,13.750625,1.830930,8.202950,1.756634,12.710000
sh600063,2019-10-17,3.540000,3.630000,3.500000,3.580000,0.017045,34673800.000000,124430000.000000,6895000000.000000,6895000000.000000,0.018003,47.824303,2018-09-30,2018-10-26,55.904626,1.703143,54.304945,1.504882,3.580000
sh600064,2019-10-17,9.590000,9.640000,9.470000,9.490000,-0.007322,6172800.000000,58760000.000000,11729000000.000000,11729000000.000000,0.004994,157.210132,2018-09-30,2018-10-26,8.312212,1.936431,-31.542117,1.171964,9.490000
sh600066,2019-10-17,14.070000,14.160000,13.980000,14.070000,0.000000,5305200.000000,74640000.000000,31150000000.000000,31150000000.000000,0.002396,584.426037,2018-09-30,2018-10-29,13.387500,1.035773,33.745658,2.073434,14.070000
sh600067,2019-10-17,4.180000,4.180000,4.130000,4.140000,-0.011933,1299600.000000,5400000.000000,6177000000.000000,6177000000.000000,0.000871,89.430915,2018-09-30,2018-10-27,17.094905,0.850401,-9.179842,0.860779,4.140000
sh600068,2019-10-17,5.990000,6.010000,5.930000,5.970000,-0.001672,15552300.000000,92680000.000000,27491000000.000004,27491000000.000004,0.003377,36.789376,2018-09-30,2018-10-31,7.321179,0.344889,8.674319,0.682010,5.970000
sh600069,2019-10-17,2.740000,2.760000,2.670000,2.670000,-0.011111,15758200.000000,42690000.000000,4336000000.000000,4336000000.000000,0.009704,17.169707,2018-09-30,2018-10-30,74.373259,1.182561,-12.714286,2.041284,2.670000
sh600070,2019-10-17,8.720000,8.780000,8.520000,8.600000,-0.013761,6821900.000000,58890000.000000,3796000000.000000,4489000000.000000,0.015455,85.151382,2018-09-30,2018-10-30,25.570072,3.848530,-44.056807,1.928103,8.600000
sh600071,2019-10-17,10.580000,10.740000,10.400000,10.510000,-0.006616,909600.000000,9600000.000000,2496000000.000000,2959000000.000000,0.003830,60.553633,2018-09-30,2018-10-31,38.725129,3.107238,-142.993197,5.949955,10.510000
sh600072,2019-10-17,14.260000,14.640000,14.260000,14.340000,-0.004167,11495300.000000,166440000.000000,8615000000.000000,10558000000.000000,0.019134,60.162472,2018-09-30,2018-10-31,641.138359,7.520838,-19.383856,2.890394,14.340000
sh600073,2019-10-17,8.650000,8.740000,8.650000,8.690000,0.003464,4283900.000000,37270000.000000,8148999999.999999,8148999999.999999,0.004568,27.024187,2018-09-30,2018-10-30,29.035175,0.782216,143.515366,2.155107,8.690000
sh600075,2019-10-17,4.980000,5.050000,4.980000,5.000000,-0.001996,5227300.000000,26170000.000000,4863000000.000000,4863000000.000000,0.005375,52.749041,2018-09-30,2018-10-27,14.787573,0.982676,6.041574,1.076215,5.000000
sh600076,2019-10-17,4.200000,4.210000,4.170000,4.190000,-0.002381,4064200.000000,17020000.000000,4334000000.000000,4334000000.000000,0.003929,13.682852,2018-09-30,2018-10-30,9.055814,4.224004,14.276188,1.196750,4.190000
sh600077,2019-10-17,2.480000,2.510000,2.470000,2.490000,0.004032,2732300.000000,6810000.000000,3337000000.000000,3337000000.000000,0.002039,20.649002,2018-09-30,2018-10-30,10.560569,0.348311,0.791503,0.870941,2.490000
sh600078,2019-10-17,5.100000,5.140000,5.050000,5.120000,0.005894,8277900.000000,42210000.000000,3392000000.000000,3392000000.000000,0.012495,31.443564,2018-09-30,2018-10-31,139.103775,1.329500,11.038558,1.826145,5.120000
sh600079,2019-10-17,12.860000,13.120000,12.600000,12.660000,-0.017843,8630900.000000,110780000.000000,16281000000.000000,17138000000.000000,0.006711,169.548716,2018-09-30,2018-10-30,28.021248,1.922630,-54.971776,1.234941,12.660000
sh600080,2019-10-17,6.380000,6.420000,6.350000,6.400000,0.003135,1850600.000000,11830000.000000,1954000000.000000,2389000000.000000,0.006061,32.810310,2018-09-30,2018-10-27,35.775374,2.918826,-145.035298,1.359878,6.400000
sh600081,2019-10-17,10.890000,11.980000,10.740000,11.980000,0.100092,10997500.000000,127340000.000000,3756000000.000000,3756000000.000000,0.035077,112.193999,2018-09-30,2018-10-31,28.345534,0.788605,5.973871,2.860816,11.980000
sh600082,2019-10-17,4.240000,4.240000,4.110000,4.130000,-0.025943,6148200.000000,25560000.000000,2619000000.000000,2668000000.000000,0.009695,24.758797,2018-09-30,2018-10-30,45.384615,3.632663,54.342105,1.586204,4.130000
sh600083,2019-10-17,18.180000,18.390000,17.680000,17.730000,-0.027427,3211500.000000,57700000.000000,4042000000.000000,4078000000.000000,0.014087,17.729766,2018-09-30,2018-10-31,171.802326,36.394688,-6.462077,51.510750,17.730000
