code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-10-08,11.800000,12.030000,11.800000,11.900000,0.005068,32415900.000000,386030000.000000,334435000000.000000,349290000000.000000,0.001153,160.604164,2018-09-30,2018-10-31,6.622352,1.591466,-0.890639,0.846784,11.900000
sh600004,2019-10-08,22.450000,23.290000,22.230000,22.960000,0.022717,16224600.000000,372210000.000000,47512000000.000000,47512000000.000000,0.007840,59.404111,2018-09-30,2018-10-31,33.532803,4.723853,15.277135,3.054059,22.960000
sh600006,2019-10-08,4.530000,4.570000,4.480000,4.490000,-0.008830,5614900.000000,25450000.000000,8980000000.000000,8980000000.000000,0.002807,16.237393,2018-09-30,2018-10-30,18.285504,0.540920,-19.225197,1.298712,4.490000
sh600007,2019-10-08,16.220000,16.430000,16.020000,16.290000,0.007421,1197700.000000,19420000.000000,16409000000.000000,16409000000.000000,0.001189,28.690033,2018-09-30,2018-10-31,22.322189,7.389064,13.039037,2.491854,16.290000
sh600008,2019-10-08,3.320000,3.380000,3.320000,3.360000,0.012048,8766700.000000,29470000.000000,16197000000.000000,19103000000.000000,0.001819,25.692866,2018-09-30,2018-10-31,26.816794,1.173467,8.366788,1.292935,3.360000
sh600009,2019-10-08,79.610000,79.610000,77.180000,77.780000,-0.025069,16597500.000000,1293750000.000000,85051000000.000000,149879000000.000000,0.015179,236.618145,2018-09-30,2018-10-30,36.580645,24.032149,33.193032,5.562557,77.780000
sh600010,2019-10-08,1.470000,1.480000,1.460000,1.470000,0.006849,80456000.000000,118360000.000000,46566000000.000000,67010000000.000000,0.002540,12.327125,2018-09-30,2018-10-31,22.826968,2.140499,8.060967,1.300385,1.470000
sh600011,2019-10-08,5.810000,5.840000,5.750000,5.820000,0.003448,15549200.000000,90180000.000000,61110000000.000000,91363000000.000000,0.001481,27.077237,2018-09-30,2018-10-24,141.455095,0.697236,2.995806,1.113736,5.820000
sh600012,2019-10-08,5.430000,5.480000,5.430000,5.440000,0.001842,1725100.000000,9410000.000000,6341000000.000000,9023000000.000000,0.001480,12.286772,2018-09-30,2018-10-30,8.403957,3.868077,5.103295,0.953146,5.440000
sh600015,2019-10-08,7.380000,7.480000,7.370000,7.440000,0.008130,15332400.000000,113950000.000000,95401000000.000000,114481000000.000000,0.001196,32.682831,2018-09-30,2018-10-31,5.282414,1.389280,-1.028189,0.606320,7.440000
sh600016,2019-10-08,6.000000,6.130000,6.000000,6.080000,0.009967,82333600.000000,501220000.000000,215610000000.000000,266196999999.999969,0.002322,156.647486,2018-09-30,2018-10-31,5.274351,1.576240,-1.367379,0.699987,6.080000
sh600017,2019-10-08,2.950000,2.970000,2.940000,2.950000,0.000000,5323100.000000,15730000.000000,9073000000.000000,9073000000.000000,0.001731,9.646964,2018-09-30,2018-10-27,15.579601,2.086166,6.417705,0.819323,2.950000
sh600018,2019-10-08,5.670000,5.740000,5.670000,5.700000,0.001757,20014800.000000,114230000.000000,132090000000.000015,132090000000.000015,0.000864,35.570474,2018-09-30,2018-10-31,11.356735,4.573144,24.387495,1.927942,5.700000
sh600019,2019-10-08,5.910000,5.940000,5.890000,5.900000,-0.001692,24031100.000000,142130000.000000,130396000000.000000,131419000000.000000,0.001087,14.657336,2018-09-30,2018-10-30,6.102583,0.639154,2.501968,0.828459,5.900000
sh600020,2019-10-08,4.080000,4.130000,4.080000,4.110000,0.004890,5319600.000000,21840000.000000,9237000000.000000,9237000000.000000,0.002367,16.770906,2018-09-30,2018-10-31,20.650145,1.802321,2.536070,0.808656,4.110000
sh600021,2019-10-08,7.890000,7.960000,7.890000,7.930000,0.005070,2717000.000000,21520000.000000,18614000000.000000,20754000000.000000,0.001158,17.143798,2018-09-30,2018-10-30,16.229451,1.036719,3.603469,1.560696,7.930000
sh600022,2019-10-08,1.470000,1.490000,1.470000,1.480000,0.006803,26719700.000000,39550000.000000,16201000000.000000,16201000000.000000,0.002441,8.234581,2018-09-30,2018-10-30,4.954804,0.264175,7.605344,0.790345,1.480000
sh600023,2019-10-08,3.900000,3.910000,3.890000,3.890000,-0.002564,12194600.000000,47560000.000000,52907000000.000008,52907000000.000008,0.000897,6.307383,2018-09-30,2018-10-27,12.552693,1.387726,5.745600,0.892294,3.890000
sh600025,2019-10-08,4.240000,4.290000,4.230000,4.270000,0.007075,16296600.000000,69560000.000000,38123000000.000000,76860000000.000000,0.001825,4.498730,2018-09-30,2018-10-30,27.590157,,7.988197,1.955659,4.270000
sh600026,2019-10-08,6.110000,6.350000,6.050000,6.050000,-0.099702,66466000.000000,404440000.000000,16553000000.000000,24394000000.000000,0.024293,10.290620,2018-09-30,2018-10-31,97.560739,1.915035,11.095772,0.876197,6.050000
sh600027,2019-10-08,3.580000,3.600000,3.560000,3.560000,-0.005587,22560800.000000,80600000.000000,24905000000.000000,35112000000.000000,0.003225,6.195839,2018-09-30,2018-10-31,16.247097,0.503425,2.126439,0.741693,3.560000
sh600028,2019-10-08,4.990000,5.020000,4.990000,5.000000,-0.003984,43671200.000000,218560000.000000,477789000000.000061,605356000000.000000,0.000457,15.502560,2018-09-30,2018-10-31,8.942816,0.321830,2.985084,0.899513,5.000000
sh600029,2019-10-08,6.640000,6.680000,6.510000,6.530000,-0.015083,21401500.000000,140920000.000000,52967999999.999992,80105000000.000000,0.002638,11.100291,2018-09-30,2018-10-31,21.833090,0.579032,3.730955,1.218141,6.530000
sh600030,2019-10-08,22.480000,22.580000,22.130000,22.330000,-0.006673,78187000.000000,1746830000.000000,219161000000.000000,270571000000.000000,0.007966,124.825163,2018-09-30,2018-10-31,25.599772,7.653815,16.477458,1.798306,22.330000
sh600031,2019-10-08,14.240000,14.680000,14.240000,14.550000,0.018908,54927000.000000,799760000.000000,121663000000.000015,121783999999.999985,0.006569,690.200127,2018-09-30,2018-10-30,22.132252,5.110632,11.097578,3.816710,14.550000
sh600033,2019-10-08,3.060000,3.070000,3.050000,3.060000,-0.003257,3316700.000000,10140000.000000,8398000000.000000,8398000000.000000,0.001209,21.962995,2018-09-30,2018-10-31,13.045002,3.406807,4.785313,0.979203,3.060000
sh600035,2019-10-08,3.360000,3.390000,3.350000,3.360000,0.000000,3434600.000000,11560000.000000,5125000000.000000,5688000000.000000,0.002252,9.781337,2018-09-30,2018-10-30,10.177029,4.097243,9.610385,0.956244,3.360000
sh600036,2019-10-08,34.700000,35.100000,34.500000,34.810000,0.001727,64588700.000000,2250110000.000000,718094000000.000000,877903000000.000122,0.003131,170.583993,2018-09-30,2018-10-31,11.500166,4.729126,73.219924,1.834067,34.810000
sh600037,2019-10-08,9.350000,9.480000,9.330000,9.400000,0.008584,3555300.000000,33400000.000000,13083000000.000002,13083000000.000002,0.002554,49.384566,2018-09-30,2018-10-30,19.836715,5.181794,12.818470,1.029868,9.400000
sh600038,2019-10-08,44.660000,44.940000,43.830000,43.890000,-0.022930,6910800.000000,305630000.000000,25872000000.000004,25872000000.000004,0.011724,130.105342,2018-09-30,2018-10-26,53.942279,2.091659,34.186827,3.499520,43.890000
sh600039,2019-10-08,3.250000,3.270000,3.230000,3.270000,0.012384,9963100.000000,32420000.000000,11305000000.000000,11806000000.000000,0.002882,25.374927,2018-09-30,2018-10-31,9.130830,0.325447,9.073371,0.904417,3.270000
sh600048,2019-10-08,14.350000,15.400000,14.350000,15.110000,0.056643,141094500.000000,2117780000.000000,180279000000.000000,180279000000.000000,0.011826,313.946774,2018-09-30,2018-10-30,10.979465,1.370881,-19.876522,1.658997,15.110000
sh600050,2019-10-08,6.010000,6.120000,6.010000,6.030000,0.003328,63359800.000000,384220000.000000,127815000000.000015,187133000000.000000,0.002989,9.511881,2018-09-30,2018-10-23,85.382931,0.471867,3.091571,1.354077,6.030000
sh600051,2019-10-08,5.870000,5.930000,5.850000,5.870000,0.001706,1526200.000000,8990000.000000,1825000000.000000,1825000000.000000,0.004909,26.734543,2018-09-30,2018-10-23,4.043712,0.505475,3.646697,0.804630,5.870000
sh600052,2019-10-08,5.290000,5.480000,5.060000,5.230000,-0.003810,48872700.000000,256130000.000000,4559000000.000000,4559000000.000000,0.056066,20.079965,2018-09-30,2018-10-30,18.263690,4.189152,25.076337,1.931793,5.230000
sh600053,2019-10-08,20.900000,21.280000,20.900000,21.130000,0.004278,843400.000000,17840000.000000,9161000000.000000,9161000000.000000,0.001945,47.647286,2018-09-30,2018-10-27,26.423142,8.404849,6.052306,4.627909,21.130000
sh600054,2019-10-08,9.010000,9.050000,8.880000,8.930000,-0.009978,2985300.000000,26730000.000000,4584000000.000000,6513000000.000000,0.005816,39.094100,2018-09-30,2018-10-27,13.815409,2.709518,12.260615,1.626759,8.930000
sh600055,2019-10-08,9.700000,9.880000,9.620000,9.650000,-0.005155,2043300.000000,19930000.000000,5219000000.000000,5219000000.000000,0.003778,140.459633,2018-09-30,2018-10-27,39.261256,2.578870,-132.453396,2.766494,9.650000
sh600056,2019-10-08,12.960000,13.080000,12.940000,13.020000,0.006961,2730500.000000,35520000.000000,13178000000.000000,13912000000.000000,0.002698,120.546851,2018-09-30,2018-10-27,9.257462,0.661501,-36.950940,1.710914,13.020000
sh600057,2019-10-08,4.230000,4.230000,4.150000,4.170000,-0.002392,4661400.000000,19470000.000000,8997000000.000000,8997000000.000000,0.002161,39.875306,2018-09-30,2018-10-31,10.308619,0.086303,2.667034,0.795233,4.170000
sh600058,2019-10-08,7.680000,7.760000,7.640000,7.680000,0.001304,2137700.000000,16480000.000000,8231999999.999999,8231999999.999999,0.001994,36.713624,2018-09-30,2018-10-30,-20.611916,0.132810,-8.199872,1.164907,7.680000
sh600059,2019-10-08,8.300000,8.440000,8.160000,8.210000,-0.010843,3550500.000000,29530000.000000,6638000000.000000,6638000000.000000,0.004391,67.313472,2018-09-30,2018-10-27,38.933950,4.877614,21.867013,1.672723,8.210000
