code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-06-24,12.090000,12.130000,11.960000,12.030000,-0.004963,34195336.000000,411172373.000000,338088279692.940002,353105527175.909973,0.001217,162.358664,2018-09-30,2018-10-31,6.694697,1.608852,-0.900369,0.856034,12.030000
sh600004,2019-06-24,17.060000,17.770000,16.850000,17.650000,0.037015,14595870.000000,254325574.000000,36523507054.449997,36523507072.099998,0.007053,45.223272,2018-09-30,2018-10-31,25.527914,3.596183,11.630206,2.324999,17.650000
sh600006,2019-06-24,5.030000,5.490000,4.960000,5.490000,0.100200,59819991.000000,309914921.000000,10980000000.000000,10980000000.000000,0.029910,19.853738,2018-09-30,2018-10-30,22.358000,0.661392,-23.506979,1.587957,5.490000
sh600007,2019-06-24,14.460000,14.800000,14.420000,14.720000,0.016575,1596085.000000,23328861.000000,14827198900.480000,14827198900.480000,0.001585,25.924941,2018-09-30,2018-10-31,20.170818,6.676919,11.782359,2.251694,14.720000
sh600008,2019-06-24,3.630000,3.670000,3.570000,3.600000,-0.005525,28465134.000000,102597928.000000,17354210842.799999,20467613545.200001,0.005905,27.528071,2018-09-30,2018-10-31,28.732280,1.257286,8.964415,1.385287,3.600000
sh600009,2019-06-24,77.920000,79.380000,77.530000,79.140000,0.011503,7980456.000000,627160567.000000,86537721979.440002,152499491574.720001,0.007298,238.886068,2018-09-30,2018-10-30,36.931261,24.262491,33.511179,5.615873,79.140000
sh600010,2019-06-24,1.730000,1.770000,1.720000,1.750000,0.005747,376821556.000000,658759426.000000,55435120277.250000,79773807134.000000,0.011896,14.583999,2018-09-30,2018-10-31,27.006173,2.532386,9.536785,1.538462,1.750000
sh600011,2019-06-24,6.670000,6.680000,6.510000,6.530000,-0.019520,14865185.000000,97688438.000000,68565000000.000000,102508549634.270004,0.001416,29.903543,2018-09-30,2018-10-24,156.220096,0.770014,3.308507,1.229987,6.530000
sh600012,2019-06-24,6.440000,6.500000,6.400000,6.440000,-0.003096,2648200.000000,17072030.000000,7506464000.000000,10681448400.000000,0.002272,13.979842,2018-09-30,2018-10-30,9.561990,4.401084,5.806510,1.084485,6.440000
sh600015,2019-06-24,7.780000,7.810000,7.760000,7.790000,0.001285,12297536.000000,95660672.000000,99888729019.080002,119866474827.570007,0.000959,33.458883,2018-09-30,2018-10-31,5.407844,1.422268,-1.052603,0.620717,7.790000
